user_id,avg_frequency_order
395,0.0
398,7.0
400,30.0
401,0.0
402,15.0
403,16.666666666666668
404,20.0
405,28.0
406,3.0
407,2.0
409,4.076923076923077
410,4.0
411,20.0
412,10.0
413,13.0
415,7.0
416,26.5
417,30.0
418,13.0
419,13.666666666666666
420,7.75
422,2.5
423,15.166666666666666
426,20.0
427,30.0
429,18.5
430,0.0
432,7.888888888888889
433,30.0
435,21.0
436,8.333333333333334
437,15.0
438,5.5
439,24.5
440,9.5
441,19.666666666666668
442,17.25
443,14.0
444,5.8
445,12.0
446,26.0
448,10.2
449,14.75
450,10.25
451,4.666666666666667
452,6.875
453,15.6
454,6.6
455,5.0
456,0.0
457,30.0
458,10.0
459,17.0
460,23.0
462,4.909090909090909
464,9.0
465,6.75
466,12.75
467,12.0
470,6.0
471,13.0
473,6.0
474,9.75
475,10.2
476,14.0
478,25.0
479,12.333333333333334
481,9.833333333333334
482,12.0
483,11.0
484,20.0
485,14.666666666666666
486,11.0
487,7.75
492,5.0
493,4.0
494,15.0
495,18.4
496,2.2
497,7.5
498,20.0
499,6.333333333333333
502,11.5
503,13.125
504,30.0
505,30.0
506,28.0
507,6.0
508,30.0
509,4.0
510,1.0
511,30.0
512,0.0
513,30.0
514,5.0
515,8.0
516,5.363636363636363
518,16.0
520,12.11111111111111
522,28.0
524,30.0
525,9.8
526,0.0
528,6.75
529,4.0
530,5.0
531,11.0
532,6.0
533,30.0
535,9.833333333333334
536,15.0
537,0.0
538,15.0
539,19.333333333333332
540,4.0
541,8.0
542,7.0
543,7.0
544,30.0
545,8.0
546,15.0
547,6.0
548,21.666666666666668
549,17.5
551,23.25
552,15.0
553,7.0
554,13.0
555,30.0
558,5.6
559,22.0
560,8.0
562,3.4285714285714284
563,8.0
564,30.0
565,23.0
566,11.0
567,21.0
569,30.0
571,20.0
573,13.6
575,26.0
576,14.0
577,30.0
579,0.0
580,12.5
581,0.0
582,9.666666666666666
583,6.0
584,16.0
585,14.0
586,18.0
587,16.666666666666668
588,16.5
590,9.0
591,1.0
592,0.0
593,14.0
595,30.0
596,4.333333333333333
597,20.0
599,5.5
600,6.0
602,9.0
604,12.5
605,29.0
606,7.75
608,19.25
609,11.333333333333334
612,11.333333333333334
614,0.0
616,11.333333333333334
617,11.666666666666666
618,10.0
620,28.0
622,26.0
623,20.25
624,30.0
626,2.9375
630,7.0
631,6.0
632,15.0
634,12.0
635,22.4
636,13.0
637,14.25
638,19.0
640,22.0
641,11.8
642,30.0
643,30.0
644,0.0
645,7.0
646,7.375
647,14.0
648,16.0
649,7.8
650,17.0
651,0.0
652,4.909090909090909
653,8.0
655,4.363636363636363
656,17.0
657,8.166666666666666
658,12.5
661,7.5
662,4.5
664,30.0
665,17.0
666,30.0
667,3.4
668,15.0
669,9.0
670,24.5
671,0.0
672,9.333333333333334
673,20.0
675,10.0
676,19.5
678,10.0
681,9.0
682,16.5
683,17.0
684,7.333333333333333
687,7.5
688,6.142857142857143
689,30.0
690,3.2222222222222223
691,21.0
692,30.0
694,15.0
695,3.5
696,9.375
697,13.5
698,15.0
699,7.666666666666667
700,3.0
701,0.0
702,15.0
703,6.5
704,0.0
705,9.0
706,13.666666666666666
707,27.0
708,15.6
709,6.0
710,15.0
712,30.0
713,10.8
714,10.666666666666666
715,8.0
719,6.363636363636363
720,14.75
721,8.0
722,7.0
723,17.333333333333332
724,30.0
725,18.0
727,14.333333333333334
728,17.5
729,4.0
731,30.0
732,11.4
733,14.0
734,8.0
735,6.0
736,22.0
737,1.0
738,30.0
739,30.0
741,10.333333333333334
742,12.0
745,10.0
746,5.0
750,0.0
754,9.0
755,6.0
756,13.5
758,10.0
759,15.0
760,8.0
761,0.0
762,9.333333333333334
763,7.0
764,0.0
766,0.0
767,8.0
768,6.4
769,11.5
771,9.0
772,4.0
773,5.0
775,19.0
777,13.333333333333334
778,3.5
779,0.0
780,8.333333333333334
781,7.0
782,30.0
784,30.0
785,19.75
786,2.8
787,6.111111111111111
789,24.0
791,4.5
792,9.0
793,0.0
794,11.0
795,8.0
796,18.0
797,30.0
798,8.666666666666666
799,7.5
800,5.666666666666667
801,9.0
804,16.5
805,30.0
806,18.0
807,7.0
809,7.5
812,10.2
813,16.333333333333332
814,6.0
816,0.0
817,20.5
818,5.666666666666667
823,0.0
824,18.0
825,16.0
827,15.0
828,0.0
830,25.5
831,9.5
833,17.0
834,2.6666666666666665
836,3.5
837,7.0
838,7.0
839,13.75
840,22.666666666666668
842,12.333333333333334
843,30.0
844,20.5
845,7.0
846,0.0
847,8.6
848,5.666666666666667
849,3.6666666666666665
851,0.0
852,8.857142857142858
853,8.8
854,2.5
857,10.857142857142858
858,5.75
859,10.5
860,12.0
861,30.0
862,4.0
863,22.0
864,8.0
865,30.0
866,13.0
867,7.0
868,4.25
869,7.0
870,7.5
871,30.0
872,30.0
874,6.5
875,5.0
876,7.0
877,9.0
879,6.375
880,2.857142857142857
881,9.5
882,11.0
883,20.5
885,10.0
886,30.0
887,12.666666666666666
888,5.0
890,0.0
891,7.0
892,15.5
893,10.333333333333334
894,4.083333333333333
896,9.333333333333334
898,8.5
899,2.0
900,5.0
903,14.0
904,0.0
906,14.0
907,11.0
909,19.0
910,30.0
911,8.4
913,13.0
914,6.4
915,24.0
916,14.0
917,5.25
918,30.0
919,21.666666666666668
920,0.0
922,30.0
924,6.5
927,1.0
928,3.3333333333333335
930,17.0
931,0.0
932,5.2
933,11.0
935,9.0
937,30.0
938,18.5
939,15.0
941,9.0
942,9.666666666666666
943,30.0
944,0.0
946,27.0
947,11.5
948,14.0
949,8.0
950,17.8
951,0.0
952,30.0
953,30.0
954,0.0
957,7.25
958,7.25
960,9.2
961,7.75
962,7.75
963,4.666666666666667
964,2.4615384615384617
965,3.0
966,2.0
968,8.727272727272727
969,8.5
970,0.0
971,13.0
972,10.0
973,20.0
975,15.666666666666666
977,4.0
978,18.333333333333332
979,14.2
980,7.714285714285714
981,6.0
982,0.0
983,6.0
984,3.0
986,8.6
987,15.5
990,30.0
991,13.0
992,16.0
994,9.5
995,9.11111111111111
997,15.5
998,6.5
999,10.0
1001,18.333333333333332
1002,10.5
1003,4.333333333333333
1004,6.1
1005,7.0
1006,30.0
1007,14.0
1009,10.6
1010,16.0
1013,12.0
1014,19.0
1015,5.0
1018,4.5
1021,6.5
1022,3.75
1023,8.666666666666666
1024,0.7857142857142857
1025,14.0
1026,2.5
1027,4.75
1028,0.0
1029,8.0
1031,24.666666666666668
1032,30.0
1034,10.0
1035,8.666666666666666
1036,2.2857142857142856
1037,8.0
1039,13.0
1040,6.333333333333333
1041,8.0
1042,9.0
1043,30.0
1044,17.666666666666668
1045,30.0
1047,17.0
1049,12.666666666666666
1050,8.6
1051,5.0
1052,12.5
1053,15.0
1054,4.0
1055,4.5
1056,18.0
1057,30.0
1058,5.142857142857143
1059,14.0
1060,30.0
1061,15.0
1062,6.333333333333333
1065,24.0
1066,3.888888888888889
1067,15.25
1070,30.0
1071,11.0
1072,5.0
1073,30.0
1074,1.0
1075,3.2
1076,23.0
1077,22.0
1078,6.0
1079,14.0
1080,15.0
1081,0.0
1082,30.0
1083,10.4
1084,2.3333333333333335
1085,0.0
1087,30.0
1088,30.0
1089,16.0
1090,2.0
1092,9.0
1094,16.0
1095,8.0
1096,7.5
1097,15.0
1098,30.0
1099,3.0
1101,1.0
1103,8.0
1105,7.0
1106,16.0
1107,8.166666666666666
1108,28.0
1109,12.2
1110,19.0
1111,14.0
1112,13.0
1114,30.0
1115,7.0
1116,14.0
1118,3.0
1119,30.0
1120,3.2
1122,16.5
1123,4.0
1124,13.0
1125,10.0
1127,0.0
1130,4.75
1132,8.0
1133,15.0
1135,30.0
1136,8.0
1137,13.0
1138,3.8333333333333335
1139,8.0
1140,18.5
1141,4.666666666666667
1142,9.333333333333334
1143,30.0
1145,6.0
1147,19.0
1150,3.5
1151,28.0
1152,30.0
1155,16.0
1156,26.5
1158,28.0
1159,14.0
1161,9.0
1162,9.0
1163,15.0
1164,3.4545454545454546
1165,8.6
1166,21.0
1167,0.0
1171,6.666666666666667
1172,6.5
1173,6.090909090909091
1175,29.333333333333332
1176,9.5
1177,2.0
1179,20.0
1180,16.333333333333332
1181,30.0
1182,10.0
1184,0.0
1185,7.0
1186,8.333333333333334
1187,7.0
1188,16.0
1189,15.0
1190,26.0
1191,5.857142857142857
1193,30.0
1194,14.0
1196,15.285714285714286
1197,4.818181818181818
1198,0.0
1199,7.5
1200,29.5
1202,5.555555555555555
1203,9.8
1204,17.0
1206,4.75
1209,15.0
1210,14.0
1211,7.0
1212,3.0
1213,6.3
1214,24.0
1215,18.333333333333332
1216,5.0
1219,7.6
1220,5.0
1221,7.75
1222,26.0
1224,0.0
1225,9.333333333333334
1226,1.5
1229,30.0
1231,14.666666666666666
1232,9.6
1233,6.5
1234,5.333333333333333
1236,10.5
1238,9.2
1240,6.0
1241,22.0
1242,4.5
1243,20.5
1244,18.333333333333332
1246,5.090909090909091
1249,11.333333333333334
1250,7.333333333333333
1251,7.0
1252,10.5
1253,6.5
1254,14.0
1255,6.0
1256,13.0
1257,30.0
1258,5.0
1259,15.0
1260,6.0
1261,8.0
1263,20.0
1264,6.857142857142857
1267,6.333333333333333
1268,0.0
1269,5.0
1270,16.5
1271,8.375
1273,30.0
1274,14.0
1275,12.0
1276,23.0
1277,17.5
1278,26.0
1279,17.5
1280,6.571428571428571
1281,11.75
1282,30.0
1283,4.0
1284,15.0
1285,4.166666666666667
1286,11.666666666666666
1288,3.5
1290,17.5
1291,10.0
1292,13.0
1293,11.0
1295,0.0
1296,14.0
1297,30.0
1298,30.0
1299,14.0
1301,23.0
1308,0.0
1309,30.0
1310,1.9
1311,4.0
1314,13.8
1315,30.0
1318,5.0
1320,13.0
1321,23.5
1323,3.0
1324,14.0
1325,30.0
1326,26.0
1327,10.0
1328,11.0
1329,25.0
1331,14.25
1332,30.0
1333,0.0
1334,5.0
1335,3.0
1336,4.0
1337,8.0
1338,5.0
1339,0.0
1340,11.25
1341,21.0
1343,10.0
1344,20.5
1346,30.0
1347,5.0
1348,22.0
1349,11.2
1350,8.0
1351,24.0
1352,18.2
1353,30.0
1354,8.5
1355,30.0
1356,19.2
1357,0.0
1358,0.0
1359,6.5
1360,25.333333333333332
1361,22.0
1363,20.0
1364,30.0
1365,11.333333333333334
1366,4.0
1367,30.0
1368,7.555555555555555
1369,30.0
1370,16.0
1372,7.0
1373,8.0
1374,20.0
1375,7.666666666666667
1376,7.0
1377,11.0
1378,3.6923076923076925
1379,10.0
1380,17.666666666666668
1381,15.0
1382,6.333333333333333
1386,17.333333333333332
1387,17.5
1388,11.0
1389,14.5
1390,11.333333333333334
1391,23.666666666666668
1392,30.0
1393,14.0
1394,30.0
1395,30.0
1396,6.666666666666667
1397,30.0
1398,5.0
1401,18.0
1404,12.0
1405,8.0
1406,8.666666666666666
1407,0.0
1409,16.666666666666668
1410,8.5
1412,26.0
1413,6.0
1414,10.0
1415,9.4
1416,5.0
1418,30.0
1420,3.0
1422,30.0
1423,10.5
1424,4.7272727272727275
1425,22.5
1426,18.428571428571427
1427,4.777777777777778
1428,2.1875
1429,26.0
1430,7.0
1432,16.666666666666668
1433,30.0
1434,2.0
1435,22.0
1436,30.0
1438,6.0
1441,26.0
1442,27.5
1443,9.5
1444,11.0
1447,9.0
1448,30.0
1450,9.0
1451,15.5
1452,13.0
1453,3.5
1454,7.0
1455,15.0
1456,9.666666666666666
1457,16.0
1458,30.0
1460,28.5
1462,23.0
1463,22.666666666666668
1464,7.5
1465,30.0
1466,17.25
1468,23.666666666666668
1469,9.0
1471,4.5
1473,14.0
1474,13.4
1475,25.0
1476,8.75
1477,8.8
1478,24.5
1479,10.666666666666666
1480,7.4
1481,2.0
1482,12.5
1483,8.0
1484,30.0
1486,30.0
1487,5.333333333333333
1489,10.333333333333334
1490,9.0
1492,20.0
1493,16.5
1494,10.0
1496,21.5
1497,30.0
1498,10.0
1499,15.0
1501,13.0
1502,30.0
1503,16.666666666666668
1504,7.636363636363637
1505,5.666666666666667
1507,23.0
1509,7.5
1510,0.0
1511,5.0
1513,30.0
1515,14.0
1516,30.0
1518,22.0
1519,4.0
1520,16.25
1521,19.333333333333332
1522,8.0
1523,0.5
1524,27.0
1525,7.0
1526,10.333333333333334
1527,5.0
1528,15.0
1529,0.0
1530,19.0
1531,11.5
1532,4.0
1535,10.0
1536,21.0
1537,3.888888888888889
1538,8.0
1540,8.428571428571429
1541,25.5
1542,5.428571428571429
1544,4.666666666666667
1545,3.0
1546,5.0
1547,0.0
1548,6.0
1549,2.8333333333333335
1550,7.5
1551,12.666666666666666
1553,11.333333333333334
1556,17.75
1557,30.0
1558,10.0
1559,30.0
1561,11.0
1562,1.5
1563,2.5454545454545454
1564,9.0
1566,3.5
1567,13.0
1569,12.0
1570,30.0
1571,18.5
1573,30.0
1574,3.8
1575,8.0
1576,20.0
1577,6.0
1579,6.4
1580,15.0
1581,6.428571428571429
1582,30.0
1583,4.666666666666667
1584,3.375
1585,30.0
1586,30.0
1587,20.0
1588,30.0
1592,17.666666666666668
1593,30.0
1595,7.0
1596,11.0
1597,30.0
1598,6.0
1599,12.0
1601,30.0
1603,6.5
1606,13.166666666666666
1607,21.0
1608,6.142857142857143
1609,30.0
1610,10.0
1611,18.0
1612,28.0
1613,11.666666666666666
1614,21.0
1615,8.6
1616,13.0
1617,12.0
1618,5.0
1619,0.0
1620,1.0
1621,5.75
1622,8.5
1623,17.0
1625,0.0
1627,7.0
1629,14.0
1630,17.5
1631,11.0
1633,30.0
1634,7.0
1635,5.0
1636,25.666666666666668
1637,30.0
1638,25.5
1640,15.0
1641,7.0
1642,4.0
1643,6.0
1644,10.333333333333334
1645,26.333333333333332
1647,27.0
1648,7.0
1650,10.0
1652,12.0
1653,14.0
1654,17.0
1656,19.0
1657,4.0
1658,7.0
1659,12.0
1660,18.0
1664,6.0
1665,10.875
1666,4.75
1667,14.666666666666666
1668,2.0
1669,13.0
1670,6.333333333333333
1671,6.0
1672,4.5
1673,2.0
1675,30.0
1676,30.0
1677,12.833333333333334
1679,23.333333333333332
1680,9.5
1681,1.0
1682,9.333333333333334
1683,3.4166666666666665
1685,7.666666666666667
1686,21.0
1687,25.0
1688,16.0
1689,13.5
1691,7.0
1692,9.0
1693,14.0
1695,18.0
1696,14.0
1697,21.0
1698,30.0
1699,7.888888888888889
1702,6.666666666666667
1703,11.0
1704,8.0
1705,13.2
1706,17.0
1707,11.666666666666666
1708,10.0
1711,0.0
1712,13.666666666666666
1714,9.5
1715,7.666666666666667
1716,4.2
1718,30.0
1719,15.0
1721,7.333333333333333
1722,14.2
1724,2.0
1725,7.428571428571429
1726,30.0
1727,9.75
1728,30.0
1729,30.0
1730,20.0
1731,0.0
1732,20.333333333333332
1733,3.0
1735,3.0
1737,9.0
1738,18.666666666666668
1739,8.375
1741,4.333333333333333
1742,12.75
1743,11.0
1744,10.0
1745,18.0
1747,15.0
1748,10.8
1750,8.5
1751,20.5
1752,19.0
1753,7.5
1754,6.6923076923076925
1755,15.666666666666666
1756,28.0
1758,6.2
1759,5.75
1760,17.0
1763,26.0
1764,10.6
1766,21.0
1767,16.75
1768,11.0
1769,11.4
1770,11.4
1771,25.0
1772,6.5
1773,7.0
1775,30.0
1776,4.0
1778,30.0
1779,25.0
1781,15.75
1782,30.0
1783,10.0
1784,11.5
1785,16.0
1787,30.0
1788,6.0
1789,5.75
1790,20.0
1792,24.0
1793,5.625
1795,9.6
1796,8.0
1798,15.75
1800,9.0
1801,7.0
1802,15.5
1803,12.0
1807,8.5
1808,30.0
1809,8.333333333333334
1811,12.0
1812,10.666666666666666
1813,22.0
1814,4.5
1815,13.6
1819,5.666666666666667
1821,15.0
1822,22.2
1824,10.0
1825,30.0
1826,19.0
1827,15.0
1828,21.5
1829,12.333333333333334
1830,10.428571428571429
1831,18.75
1833,4.333333333333333
1834,20.5
1836,13.333333333333334
1837,3.5833333333333335
1838,7.857142857142857
1839,10.0
1840,18.0
1842,22.0
1844,0.0
1847,27.0
1848,30.0
1849,28.0
1850,6.75
1851,12.5
1852,19.0
1853,27.0
1854,10.0
1855,0.0
1859,9.5
1860,29.0
1861,18.0
1862,4.5
1863,14.0
1864,14.333333333333334
1865,7.0
1866,3.8333333333333335
1867,4.0
1868,1.75
1869,8.0
1870,30.0
1871,30.0
1872,13.5
1874,6.25
1875,11.75
1877,0.0
1879,0.0
1882,30.0
1883,19.0
1884,5.5
1885,11.333333333333334
1886,7.0
1887,12.0
1888,7.0
1889,14.5
1890,14.333333333333334
1891,17.0
1892,8.5
1893,15.5
1895,0.0
1897,9.0
1898,0.0
1899,16.333333333333332
1901,7.0
1903,4.5
1905,11.0
1907,12.0
1909,4.714285714285714
1910,11.333333333333334
1911,6.142857142857143
1912,17.0
1913,24.0
1915,7.0
1916,13.0
1917,21.5
1918,15.0
1919,0.0
1920,12.5
1922,30.0
1924,21.0
1925,17.75
1926,17.0
1927,16.5
1928,26.75
1929,25.333333333333332
1930,6.923076923076923
1931,20.0
1932,21.0
1935,15.0
1936,6.5
1938,4.0
1940,30.0
1941,9.75
1942,20.0
1943,5.333333333333333
1945,18.333333333333332
1946,6.333333333333333
1947,0.0
1948,3.5714285714285716
1949,5.5
1951,15.0
1953,7.8
1955,9.0
1956,22.0
1957,2.5
1958,2.2222222222222223
1960,19.0
1961,0.0
1962,18.666666666666668
1965,21.8
1966,18.166666666666668
1967,10.25
1970,6.0
1971,3.142857142857143
1973,5.0
1974,9.5
1976,17.0
1977,9.0
1978,9.333333333333334
1979,14.0
1980,18.0
1981,7.0
1982,11.0
1983,6.5
1984,15.5
1985,30.0
1987,8.4
1988,8.0
1989,0.0
1990,12.25
1991,26.0
1992,4.25
1993,12.8
1995,30.0
1996,0.5
1997,30.0
1998,9.5
2000,11.0
2001,12.0
2002,13.666666666666666
2004,0.0
2005,7.0
2006,4.666666666666667
2007,30.0
2008,30.0
2010,8.5
2011,5.0
2012,11.333333333333334
2013,2.6666666666666665
2014,0.0
2015,0.0
2017,4.0
2018,26.0
2019,8.166666666666666
2020,7.0
2021,10.0
2022,5.5
2024,5.2
2026,17.5
2028,30.0
2030,30.0
2031,7.4
2032,3.0
2033,5.75
2035,30.0
2037,19.333333333333332
2038,4.333333333333333
2039,8.5
2040,15.0
2041,10.285714285714286
2042,0.0
2044,13.333333333333334
2045,6.0
2047,0.0
2048,0.0
2049,5.666666666666667
2050,28.0
2051,14.0
2054,0.0
2055,3.8
2057,6.75
2058,23.333333333333332
2059,6.0
2060,30.0
2061,26.5
2062,6.0
2064,30.0
2065,30.0
2066,0.0
2068,16.0
2069,12.0
2070,10.666666666666666
2071,15.857142857142858
2072,3.0
2073,9.333333333333334
2074,23.75
2075,5.666666666666667
2076,29.0
2077,30.0
2078,14.333333333333334
2079,0.0
2080,8.5
2081,20.0
2082,30.0
2083,30.0
2085,30.0
2086,11.0
2087,10.0
2088,0.0
2090,0.0
2091,26.0
2093,16.0
2094,6.0
2095,13.75
2096,27.0
2097,30.0
2098,7.571428571428571
2099,5.0
2100,4.833333333333333
2101,11.0
2102,7.0
2104,13.333333333333334
2105,19.333333333333332
2107,10.0
2108,7.0
2110,24.0
2111,7.0
2112,7.0
2113,30.0
2114,10.0
2115,3.25
2116,10.0
2117,7.0
2118,13.333333333333334
2119,25.333333333333332
2120,14.0
2121,20.666666666666668
2123,15.0
2125,15.0
2126,8.0
2128,19.0
2129,30.0
2130,5.857142857142857
2131,6.0
2132,7.0
2133,30.0
2134,4.666666666666667
2135,30.0
2136,30.0
2137,5.0
2138,11.0
2139,30.0
2140,30.0
2141,6.0
2142,4.0
2143,19.5
2144,16.666666666666668
2146,15.0
2147,30.0
2148,30.0
2150,10.5
2151,17.0
2152,30.0
2153,24.0
2154,30.0
2155,7.0
2157,5.909090909090909
2158,0.0
2160,11.6
2161,21.0
2162,4.2
2163,6.0
2165,16.0
2166,8.428571428571429
2168,11.666666666666666
2169,1.0
2170,10.0
2172,21.0
2173,8.0
2175,15.333333333333334
2176,30.0
2177,0.0
2178,21.5
2179,15.0
2180,11.25
2181,19.5
2182,6.0
2183,7.0
2184,6.8
2185,6.0
2186,23.0
2187,30.0
2189,7.0
2190,12.333333333333334
2191,24.0
2192,7.555555555555555
2193,6.428571428571429
2194,11.0
2195,30.0
2196,9.0
2197,18.5
2198,9.0
2199,30.0
2200,21.0
2201,29.0
2203,24.333333333333332
2205,7.0
2206,17.0
2207,14.0
2208,14.666666666666666
2210,8.0
2211,4.4
2214,30.0
2215,3.6666666666666665
2216,7.333333333333333
2217,7.6
2218,15.5
2219,30.0
2220,5.0
2221,23.5
2222,9.0
2223,12.666666666666666
2224,8.0
2225,5.5
2226,29.333333333333332
2227,30.0
2228,18.0
2229,3.5
2230,3.0
2231,5.555555555555555
2233,10.833333333333334
2234,22.0
2235,2.0
2236,30.0
2237,12.0
2240,7.0
2241,2.5833333333333335
2242,11.25
2243,18.333333333333332
2244,9.0
2245,13.2
2246,21.666666666666668
2247,5.0
2249,2.0
2252,7.0
2253,6.0
2255,13.75
2256,26.0
2257,7.0
2258,6.5
2259,17.25
2260,13.0
2262,9.5
2264,30.0
2265,23.666666666666668
2266,30.0
2267,24.0
2268,14.333333333333334
2269,5.0
2270,17.0
2272,12.0
2274,28.5
2275,13.6
2276,6.666666666666667
2277,9.0
2278,15.0
2279,0.0
2280,2.0
2281,14.0
2282,12.333333333333334
2283,30.0
2285,12.0
2286,10.25
2287,26.0
2289,15.0
2290,30.0
2291,26.333333333333332
2292,14.2
2293,19.0
2294,14.0
2298,6.0
2301,18.5
2302,28.0
2303,17.333333333333332
2304,6.5
2305,3.5
2307,3.8181818181818183
2308,0.0
2309,8.0
2310,6.0
2311,0.0
2312,17.0
2313,14.857142857142858
2316,8.0
2318,8.0
2320,9.0
2321,17.5
2322,14.0
2323,1.0
2324,30.0
2325,17.5
2327,18.0
2328,29.0
2330,16.0
2332,30.0
2334,20.0
2335,8.166666666666666
2336,6.0
2338,30.0
2339,11.0
2340,23.0
2342,29.0
2343,5.0
2344,3.9
2345,15.666666666666666
2347,9.5
2348,18.0
2349,9.333333333333334
2350,10.166666666666666
2352,0.0
2353,15.0
2354,24.5
2355,12.25
2357,5.666666666666667
2358,3.0
2359,22.0
2360,13.333333333333334
2361,30.0
2362,13.166666666666666
2364,30.0
2365,4.571428571428571
2366,11.75
2369,3.0
2371,6.666666666666667
2372,2.5
2373,22.0
2374,10.25
2375,12.333333333333334
2378,30.0
2380,30.0
2381,7.666666666666667
2382,10.0
2383,6.7
2384,5.5
2386,9.5
2387,2.75
2388,11.0
2389,27.0
2390,0.0
2392,10.0
2394,8.6
2395,5.0
2396,8.0
2397,4.0
2399,3.9375
2403,24.5
2404,30.0
2405,3.0476190476190474
2407,3.0
2408,4.0
2409,7.142857142857143
2410,12.5
2412,30.0
2413,9.6
2415,9.0
2416,13.0
2417,0.0
2418,11.333333333333334
2419,2.5
2422,9.0
2423,19.2
2424,1.75
2425,16.5
2426,2.3333333333333335
2427,25.5
2428,3.8333333333333335
2429,15.0
2431,2.0
2432,30.0
2433,25.0
2434,6.0
2435,12.0
2436,7.4
2437,9.166666666666666
2439,8.0
2440,10.4
2441,13.6
2443,3.5
2444,7.0
2445,3.0
2446,5.571428571428571
2447,30.0
2449,10.0
2450,4.5
2451,30.0
2455,1.0
2456,4.666666666666667
2458,30.0
2459,13.25
2462,12.0
2463,20.0
2464,20.666666666666668
2465,2.5
2466,14.0
2467,17.5
2468,5.5
2469,16.0
2470,30.0
2471,5.0
2472,6.0
2473,9.25
2474,14.833333333333334
2475,5.0
2476,10.714285714285714
2477,6.0
2478,19.0
2479,24.0
2480,18.666666666666668
2481,8.8
2482,7.0
